12030_2103	[90.0, 39.0, 10.0, 41]
21221_2013	[107.0, 50.0, 7.0, 50]
12110_1320	[109.0, 49.0, 10.0, 50]
23323_1032	[98.0, 44.0, 4.0, 50]
00221_1230	[87.0, 35.0, 11.0, 41]
31300_2130	[107.0, 50.0, 7.0, 50]
10301_3012	[117.0, 52.0, 15.0, 50]
32113_3102	[115.0, 51.0, 14.0, 50]
01001_0213	[71.0, 32.0, 7.0, 32]
01220_1302	[95.0, 41.0, 13.0, 41]
12332_3102	[111.0, 50.0, 11.0, 50]
20312_0312	[115.0, 51.0, 14.0, 50]
31021_0123	[94.0, 40.0, 13.0, 41]
10120_2103	[119.0, 55.0, 14.0, 50]
11100_2130	[99.0, 43.0, 6.0, 50]
30002_3102	[101.0, 50.0, 10.0, 41]
30103_2103	[113.0, 51.0, 12.0, 50]
10301_1032	[113.0, 52.0, 11.0, 50]
11021_2301	[94.0, 42.0, 11.0, 41]
31101_3021	[104.0, 44.0, 10.0, 50]
12230_1032	[109.0, 47.0, 12.0, 50]
21322_3210	[109.0, 52.0, 7.0, 50]
33230_0132	[103.0, 47.0, 6.0, 50]
32203_2310	[103.0, 46.0, 7.0, 50]
11033_3012	[87.0, 39.0, 7.0, 41]
20322_1230	[107.0, 49.0, 8.0, 50]
31222_3021	[106.0, 48.0, 8.0, 50]
00300_0213	[87.0, 40.0, 6.0, 41]
00130_0312	[91.0, 40.0, 10.0, 41]
11112_1203	[105.0, 52.0, 3.0, 50]
20013_2013	[92.0, 40.0, 11.0, 41]
22230_1302	[99.0, 42.0, 7.0, 50]
32233_1320	[99.0, 46.0, 3.0, 50]
20112_1302	[115.0, 49.0, 16.0, 50]
03333_3102	[90.0, 45.0, 4.0, 41]
30300_3120	[119.0, 55.0, 14.0, 50]
21031_2013	[95.0, 41.0, 13.0, 41]
23002_1032	[99.0, 42.0, 16.0, 41]
03030_2013	[79.0, 39.0, 8.0, 32]
33322_1320	[95.0, 42.0, 3.0, 50]
02310_0312	[99.0, 43.0, 15.0, 41]
22333_2013	[100.0, 42.0, 8.0, 50]
32201_1032	[107.0, 47.0, 10.0, 50]
23113_2013	[117.0, 51.0, 16.0, 50]
20202_0123	[106.0, 48.0, 8.0, 50]
22301_2013	[107.0, 45.0, 12.0, 50]
13330_0123	[119.0, 55.0, 14.0, 50]
03113_1302	[97.0, 43.0, 13.0, 41]
33023_0132	[86.0, 38.0, 7.0, 41]
12310_0231	[107.0, 48.0, 9.0, 50]
33313_3021	[94.0, 40, 4.0, 50]
01133_3102	[85.0, 36.0, 8.0, 41]
33112_2013	[109.0, 48.0, 11.0, 50]
11212_1230	[98.0, 44.0, 4.0, 50]
12331_0312	[113.0, 50.0, 13.0, 50]
22011_0132	[89.0, 39.0, 9.0, 41]
22001_0123	[86.0, 38.0, 7.0, 41]
10311_1023	[107.0, 49.0, 8.0, 50]
13131_2310	[118.0, 52.0, 16.0, 50]
31101_2103	[102.0, 42.0, 10.0, 50]
32133_3012	[109.0, 52.0, 7.0, 50]
30022_2130	[85.0, 37.0, 7.0, 41]
22032_2301	[86.0, 38.0, 7.0, 41]
20013_1302	[91.0, 40.0, 10.0, 41]
20020_1302	[80.0, 35.0, 4.0, 41]
01013_1230	[88.0, 41.0, 15.0, 32]
22201_0231	[99.0, 42.0, 7.0, 50]
01203_1023	[91.0, 41.0, 9.0, 41]
10321_2013	[111.0, 51.0, 10.0, 50]
30203_3012	[111.0, 49.0, 12.0, 50]
03113_1032	[95.0, 43.0, 11.0, 41]
21102_3021	[103.0, 46.0, 7.0, 50]
01302_1230	[97.0, 44.0, 12.0, 41]
00303_3210	[86.0, 37.0, 8.0, 41]
23201_2013	[111.0, 46.0, 15.0, 50]
33203_2031	[107.0, 43.0, 14.0, 50]
32333_2310	[102.0, 48.0, 4.0, 50]
12123_0321	[112.0, 50.0, 12.0, 50]
11001_2310	[86.0, 38.0, 7.0, 41]
33321_2301	[99.0, 41.0, 8.0, 50]
21231_0213	[121.0, 55.0, 16.0, 50]
30300_1320	[107.0, 50.0, 7.0, 50]
31113_1302	[113.0, 56.0, 7.0, 50]
12123_3021	[111.0, 50.0, 11.0, 50]
31103_0312	[103.0, 46.0, 7.0, 50]
22003_0123	[91.0, 40.0, 10.0, 41]
21221_1023	[107.0, 50.0, 7.0, 50]
32302_3021	[121.0, 55.0, 16.0, 50]
31300_3201	[117.0, 53.0, 14.0, 50]
31303_2301	[110.0, 44.0, 16.0, 50]
00231_1032	[89.0, 36.0, 12.0, 41]
00111_1023	[80.0, 35.0, 4.0, 41]
31212_0231	[112.0, 50.0, 12.0, 50]
20111_0312	[110.0, 50.0, 10.0, 50]
01310_0312	[99.0, 43.0, 15.0, 41]
13003_2130	[93.0, 41.0, 11.0, 41]
20310_3012	[111.0, 48.0, 13.0, 50]
31313_1230	[106.0, 48.0, 8.0, 50]
21302_3201	[117.0, 52.0, 15.0, 50]
13312_2103	[103.0, 45.0, 8.0, 50]
21012_2130	[102.0, 44.0, 17.0, 41]
13322_2013	[105.0, 47.0, 8.0, 50]
03332_0132	[95.0, 47.0, 7.0, 41]
12131_2130	[106.0, 44.0, 12.0, 50]
20311_1023	[113.0, 51.0, 12.0, 50]
00312_1320	[87.0, 37.0, 9.0, 41]
33211_2301	[105.0, 47.0, 8.0, 50]
00013_1023	[71.0, 31.0, 8.0, 32]
20110_3201	[113.0, 52.0, 11.0, 50]
13111_1230	[102.0, 48.0, 4.0, 50]
02000_0123	[66.0, 30.0, 4.0, 32]
22323_3201	[98.0, 44.0, 4.0, 50]
30120_1023	[111.0, 48.0, 13.0, 50]
12132_1032	[119.0, 55.0, 14.0, 50]
22322_2130	[105.0, 49.0, 6.0, 50]
20332_2310	[113.0, 52.0, 11.0, 50]
10303_0213	[112.0, 50.0, 12.0, 50]
11211_3201	[99.0, 46.0, 3.0, 50]
22221_3210	[109.0, 53.0, 6.0, 50]
10121_0321	[114.0, 52.0, 12.0, 50]
03210_1023	[93.0, 40.0, 12.0, 41]
32021_2130	[105.0, 48.0, 16.0, 41]
22122_3210	[105.0, 49.0, 6.0, 50]
23322_2310	[99.0, 46.0, 3.0, 50]
21030_0321	[94.0, 41.0, 12.0, 41]
32013_1230	[95.0, 41.0, 13.0, 41]
30220_2310	[117.0, 53.0, 14.0, 50]
00103_0213	[85.0, 37.0, 7.0, 41]
01203_2103	[95.0, 44.0, 10.0, 41]
21312_3102	[113.0, 52.0, 11.0, 50]
31331_2031	[107.0, 50.0, 7.0, 50]
30200_2031	[113.0, 52.0, 11.0, 50]
21321_0312	[109.0, 48.0, 11.0, 50]
12232_0132	[102.0, 42.0, 10.0, 50]
13112_2031	[111.0, 51.0, 10.0, 50]
02200_2103	[81.0, 37.0, 3.0, 41]
03102_0123	[95.0, 42.0, 12.0, 41]
03003_2013	[71.0, 32.0, 7.0, 32]
02013_2310	[83.0, 36.0, 15.0, 32]
32320_0231	[115.0, 48.0, 17.0, 50]
33301_3012	[99.0, 42.0, 7.0, 50]
20231_1230	[111.0, 46.0, 15.0, 50]
11213_3021	[103.0, 47.0, 6.0, 50]
21211_1203	[107.0, 50.0, 7.0, 50]
32031_2103	[97.0, 44.0, 12.0, 41]
12123_1230	[111.0, 50.0, 11.0, 50]
01203_1203	[97.0, 44.0, 12.0, 41]
00123_1320	[89.0, 36.0, 12.0, 41]
33113_3021	[103.0, 46.0, 7.0, 50]
33321_0123	[99.0, 41.0, 8.0, 50]
31100_1230	[103.0, 47.0, 6.0, 50]
20300_1320	[113.0, 52.0, 11.0, 50]
21312_2130	[115.0, 49.0, 16.0, 50]
13000_1023	[90.0, 39.0, 10.0, 41]
21330_0213	[119.0, 53.0, 16.0, 50]
20110_1302	[113.0, 47.0, 16.0, 50]
22223_3102	[105.0, 52.0, 3.0, 50]
31133_3012	[99.0, 46.0, 3.0, 50]
10313_0123	[110.0, 50.0, 10.0, 50]
13220_3120	[111.0, 50.0, 11.0, 50]
30331_2301	[117.0, 53.0, 14.0, 50]
20010_2310	[88.0, 37.0, 10.0, 41]
30301_2130	[111.0, 50.0, 11.0, 50]
02111_3210	[90.0, 39.0, 10.0, 41]
00101_3201	[80.0, 35.0, 4.0, 41]
00203_0213	[86.0, 37.0, 8.0, 41]
13030_2031	[103.0, 50.0, 12.0, 41]
00022_0312	[60.0, 25.0, 3.0, 32]
01211_1203	[95.0, 43.0, 11.0, 41]
30321_1320	[111.0, 51.0, 10.0, 50]
21101_1320	[104.0, 44.0, 10.0, 50]
10033_3021	[87.0, 38.0, 8.0, 41]
